City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Severo-Kurilsk,RU,2020-08-21 23:46:18,50.68,156.12,55.56,74,54,14.27
304,North Bend,US,2020-08-21 23:48:34,43.41,-124.22,71.6,73,90,14.99
305,Mafeteng,LS,2020-08-21 23:48:34,-29.82,27.24,35.64,73,0,2.98
306,Rincon,US,2020-08-21 23:48:35,32.3,-81.24,84.2,62,75,6.93
307,Srandakan,ID,2020-08-21 23:48:35,-7.94,110.25,76.59,82,67,4.03
308,Chapais,CA,2020-08-21 23:47:42,49.78,-74.85,64.4,42,1,4.7
309,Yeppoon,AU,2020-08-21 23:48:36,-23.13,150.73,68.0,30,2,4.7
310,Kahului,US,2020-08-21 23:47:12,20.89,-156.47,89.6,52,40,24.16
311,Arraial Do Cabo,BR,2020-08-21 23:48:36,-22.97,-42.03,64.4,88,90,13.87
312,San Carlos,VE,2020-08-21 23:48:36,9.66,-68.58,74.43,94,96,3.71
313,Lagoa,PT,2020-08-21 23:46:58,39.05,-27.98,69.21,63,0,2.28
314,Longyearbyen,SJ,2020-08-21 23:47:20,78.22,15.64,41.0,93,75,2.24
315,Bage,BR,2020-08-21 23:48:37,-31.33,-54.11,39.2,69,0,2.24
316,Zhezkazgan,KZ,2020-08-21 23:48:37,47.8,67.71,61.34,34,45,5.73
317,Esperance,AU,2020-08-21 23:47:07,-33.87,121.9,44.6,100,100,9.17
318,Ponta Do Sol,PT,2020-08-21 23:46:27,32.67,-17.1,73.4,83,75,6.93
319,Baykit,RU,2020-08-21 23:48:38,61.67,96.37,59.97,65,97,5.23
320,Santa Maria,BR,2020-08-21 23:48:38,-29.68,-53.81,44.6,75,0,1.12
321,Varberg,SE,2020-08-21 23:48:38,57.11,12.25,69.01,89,43,14.0
322,Lovington,US,2020-08-21 23:48:38,32.94,-103.35,96.8,19,5,11.41
323,Shingu,JP,2020-08-21 23:48:38,33.73,135.98,87.8,66,75,1.12
324,Huaidian,CN,2020-08-21 23:48:39,33.43,115.03,72.39,97,100,6.98
325,Buriti Dos Lopes,BR,2020-08-21 23:48:39,-3.17,-41.87,77.11,82,72,6.73
326,Petropavlovsk-Kamchatskiy,RU,2020-08-21 23:48:39,53.05,158.65,57.2,71,20,6.71
327,Constitucion,CL,2020-08-21 23:48:39,-35.33,-72.42,53.78,77,0,4.18
328,Auki,SB,2020-08-21 23:46:29,-8.77,160.7,86.83,63,91,3.76
329,Tabas,IR,2020-08-21 23:48:40,33.6,56.92,89.6,15,0,2.24
330,Valle Hermoso,MX,2020-08-21 23:48:40,25.67,-97.83,95.0,44,40,10.29
331,Dingle,PH,2020-08-21 23:48:40,11.0,122.67,80.94,82,64,1.95
332,Ialibu,PG,2020-08-21 23:48:40,-6.28,143.99,70.38,56,14,2.71
333,Armidale,AU,2020-08-21 23:48:41,-30.52,151.65,39.0,84,64,8.01
334,Puerto Colombia,CO,2020-08-21 23:48:41,10.99,-74.95,84.2,79,40,5.82
335,Brae,GB,2020-08-21 23:48:41,60.4,-1.35,55.4,100,63,3.36
336,Namatanai,PG,2020-08-21 23:48:41,-3.67,152.43,84.61,70,3,4.7
337,Andenes,NO,2020-08-21 23:48:25,69.31,16.12,50.0,93,71,8.05
338,Marsa Matruh,EG,2020-08-21 23:48:42,31.35,27.25,77.0,73,0,6.93
339,Tangshan,CN,2020-08-21 23:48:42,39.63,118.18,70.7,63,0,0.54
340,Luderitz,NA,2020-08-21 23:46:39,-26.65,15.16,71.17,20,0,16.06
341,Odesskoye,RU,2020-08-21 23:48:43,54.21,72.97,51.58,96,9,8.08
342,Foumban,CM,2020-08-21 23:48:43,5.73,10.9,61.83,100,84,0.43
343,Sisimiut,GL,2020-08-21 23:48:43,66.94,-53.67,47.32,79,30,1.1
344,Shenjiamen,CN,2020-08-21 23:48:43,29.96,122.3,81.79,80,44,9.08
345,Khandyga,RU,2020-08-21 23:48:43,62.67,135.6,55.58,40,14,4.9
346,Opunake,NZ,2020-08-21 23:48:44,-39.46,173.86,60.01,84,11,8.01
347,Salaverry,PE,2020-08-21 23:48:44,-8.23,-78.97,61.18,85,95,7.05
348,Sinnar,SD,2020-08-21 23:48:44,13.57,33.57,78.66,77,97,22.64
349,Datong,CN,2020-08-21 23:47:02,40.09,113.29,63.28,68,79,4.85
350,Pemangkat,ID,2020-08-21 23:48:44,1.17,108.97,79.39,85,71,3.67
351,Zhigansk,RU,2020-08-21 23:48:45,66.77,123.37,42.21,66,0,17.92
352,Faya,SA,2020-08-21 23:46:24,18.39,42.45,75.2,18,73,3.04
353,Takoradi,GH,2020-08-21 23:48:45,4.88,-1.76,74.21,92,15,8.03
354,Evensk,RU,2020-08-21 23:47:12,61.95,159.23,51.58,76,100,3.22
355,Methoni,GR,2020-08-21 23:48:46,36.82,21.7,77.0,82,0,4.7
356,Deputatskiy,RU,2020-08-21 23:46:50,69.3,139.9,34.05,90,99,5.41
357,Solnechnyy,RU,2020-08-21 23:46:45,50.72,136.63,68.47,53,57,4.88
358,Coahuayana,MX,2020-08-21 23:48:46,18.73,-103.68,80.6,83,40,11.41
359,Diamantino,BR,2020-08-21 23:48:46,-14.41,-56.45,58.87,58,9,11.45
360,Sangar,RU,2020-08-21 23:48:47,63.92,127.47,52.05,52,0,1.86
361,Zonguldak,TR,2020-08-21 23:48:47,41.25,31.83,59.2,84,0,4.52
362,Guarapari,BR,2020-08-21 23:48:47,-20.67,-40.5,69.8,68,75,13.87
363,Teknaf,BD,2020-08-21 23:47:20,20.86,92.31,78.49,89,100,5.14
364,Yuxia,CN,2020-08-21 23:48:47,34.06,108.63,71.01,88,16,8.95
365,Resistencia,AR,2020-08-21 23:48:48,-27.46,-58.98,53.01,34,0,4.7
366,Calabozo,VE,2020-08-21 23:48:48,8.92,-67.43,74.05,96,100,4.88
367,Bambous Virieux,MU,2020-08-21 23:48:48,-20.34,57.76,69.8,77,40,6.93
368,Akyab,MM,2020-08-21 23:48:48,20.15,92.9,79.65,85,100,3.62
369,Buin,CL,2020-08-21 23:48:49,-33.73,-70.75,66.2,25,0,3.36
370,College,US,2020-08-21 23:45:26,64.86,-147.8,62.6,67,75,2.91
371,Kirakira,SB,2020-08-21 23:48:49,-10.45,161.92,84.94,72,71,9.15
372,Qinhuangdao,CN,2020-08-21 23:48:49,39.93,119.59,71.24,61,0,1.63
373,Naze,JP,2020-08-21 23:47:07,28.37,129.48,86.0,74,20,4.7
374,Ambulu,ID,2020-08-21 23:48:50,-8.35,113.61,74.86,65,48,1.81
375,Chickasha,US,2020-08-21 23:48:50,35.05,-97.94,71.6,88,90,6.93
376,Huarmey,PE,2020-08-21 23:48:31,-10.07,-78.15,61.86,80,76,6.91
377,Am Timan,TD,2020-08-21 23:48:50,11.03,20.28,74.52,91,96,3.78
378,Vanimo,PG,2020-08-21 23:48:51,-2.67,141.3,82.74,75,22,6.58
379,Filadelfia,US,2020-08-21 23:48:07,39.95,-75.16,80.6,65,90,10.29
380,Otacilio Costa,BR,2020-08-21 23:48:51,-27.48,-50.12,35.4,87,0,1.39
381,Zaltan,LY,2020-08-21 23:48:52,32.95,11.87,80.55,67,0,13.71
382,Marawi,PH,2020-08-21 23:48:52,8.0,124.29,75.99,88,79,4.0
383,Nampula,MZ,2020-08-21 23:48:52,-15.12,39.27,63.05,96,43,5.35
384,Vaitape,PF,2020-08-21 23:46:40,-16.52,-151.75,77.83,79,7,23.35
385,Russell,US,2020-08-21 23:48:24,32.35,-85.2,84.2,62,1,9.17
386,Fussen,DE,2020-08-21 23:48:53,47.87,12.17,71.01,72,0,4.0
387,Grand Gaube,MU,2020-08-21 23:47:08,-20.01,57.66,66.0,79,22,7.0
388,Eagle,US,2020-08-21 23:48:53,43.7,-116.35,91.4,20,1,9.17
389,Buenos Aires,AR,2020-08-21 23:47:02,-34.61,-58.38,55.4,47,0,2.24
390,Grindavik,IS,2020-08-21 23:46:28,63.84,-22.43,50.0,71,0,13.87
391,Ankang,CN,2020-08-21 23:48:54,32.68,109.02,72.39,80,84,2.44
392,Bayan,CN,2020-08-21 23:48:02,46.08,127.4,64.36,67,0,1.97
393,Smolenka,RU,2020-08-21 23:48:54,52.14,113.5,59.0,93,27,1.88
394,Mount Gambier,AU,2020-08-21 23:48:54,-37.83,140.77,46.4,87,40,10.29
395,Udachnyy,RU,2020-08-21 23:47:18,66.42,112.4,48.2,66,92,4.47
396,Anshun,CN,2020-08-21 23:44:59,26.25,105.93,66.4,95,78,10.58
397,Boshnyakovo,RU,2020-08-21 23:48:55,49.63,142.17,64.47,66,22,7.54
398,Keuruu,FI,2020-08-21 23:48:55,62.27,24.7,63.0,77,100,8.05
399,Leh,IN,2020-08-21 23:48:56,34.17,77.58,55.78,43,17,5.41
400,Orlik,RU,2020-08-21 23:48:56,52.52,99.83,50.9,73,10,2.62
401,Praxedis Guerrero,MX,2020-08-21 23:48:56,31.37,-106.02,102.2,15,5,5.82
402,Sandnessjoen,NO,2020-08-21 23:48:56,66.02,12.63,71.6,56,75,23.04
403,Faanui,PF,2020-08-21 23:46:19,-16.48,-151.75,76.98,81,7,23.29
404,Bonavista,CA,2020-08-21 23:48:57,48.65,-53.11,63.0,72,66,8.99
405,Healdsburg,US,2020-08-21 23:48:57,38.61,-122.87,98.01,38,75,10.29
406,Salalah,OM,2020-08-21 23:48:57,17.02,54.09,77.0,100,75,10.29
407,Montepuez,MZ,2020-08-21 23:48:57,-13.13,39.0,67.03,78,94,8.77
408,Zemio,CF,2020-08-21 23:48:57,5.03,25.14,68.79,95,79,1.39
409,Camana,PE,2020-08-21 23:48:58,-16.62,-72.71,60.39,78,69,5.64
410,Vila Do Maio,CV,2020-08-21 23:48:58,15.13,-23.22,80.6,74,40,3.36
411,Felanitx,ES,2020-08-21 23:48:58,39.47,3.15,81.0,83,75,2.24
412,Nantucket,US,2020-08-21 23:48:58,41.28,-70.1,71.6,83,1,10.29
413,Port-Gentil,GA,2020-08-21 23:47:37,-0.72,8.78,75.2,83,20,10.67
414,Kupang,ID,2020-08-21 23:48:59,-10.17,123.58,78.8,57,20,6.93
415,Yulara,AU,2020-08-21 23:46:52,-25.24,130.99,55.4,35,0,6.93
416,Rafsanjan,IR,2020-08-21 23:48:59,30.41,55.99,81.5,30,8,7.38
417,San Andres,CO,2020-08-21 23:44:37,12.58,-81.7,86.0,74,40,9.22
418,Hovd,MN,2020-08-21 23:46:44,48.01,91.64,60.82,38,40,8.72
419,Qiryat Gat,IL,2020-08-21 23:46:00,31.61,34.76,77.0,84,1,4.27
420,Gao,ML,2020-08-21 23:49:00,16.64,1.64,90.27,37,51,8.77
421,Nemuro,JP,2020-08-21 23:47:20,43.32,145.57,62.19,75,83,1.83
422,Sun Valley,US,2020-08-21 23:49:01,39.6,-119.78,93.99,2,0,5.01
423,Baoning,CN,2020-08-21 23:49:01,25.34,110.03,73.4,100,20,1.45
424,Portobelo,PA,2020-08-21 23:49:01,9.55,-79.65,82.0,78,99,5.01
425,Arrecife,ES,2020-08-21 23:49:01,28.96,-13.55,73.4,88,20,14.99
426,Mount Pleasant,US,2020-08-21 23:47:12,32.79,-79.86,82.99,83,1,4.7
427,Angoram,PG,2020-08-21 23:49:02,-4.06,144.07,86.07,68,60,2.82
428,Poronaysk,RU,2020-08-21 23:49:02,49.22,143.12,66.2,68,21,2.86
429,Port Hedland,AU,2020-08-21 23:49:02,-20.32,118.57,68.0,24,0,9.17
430,Marsh Harbour,BS,2020-08-21 23:49:02,26.54,-77.06,82.78,79,1,13.31
431,Beinamar,TD,2020-08-21 23:49:02,8.67,15.38,71.37,97,93,3.69
432,Chadan,RU,2020-08-21 23:49:03,51.28,91.58,55.92,81,94,4.34
433,Kalmunai,LK,2020-08-21 23:47:14,7.42,81.82,77.16,86,45,9.1
434,Arlit,NE,2020-08-21 23:49:03,18.74,7.39,94.6,28,13,11.21
435,Kijang,KR,2020-08-21 23:45:32,35.24,129.21,82.4,69,75,8.05
436,Ancud,CL,2020-08-21 23:49:04,-41.87,-73.82,45.0,93,1,2.24
437,Katobu,ID,2020-08-21 23:49:04,-4.94,122.53,80.29,67,0,4.94
438,Eyl,SO,2020-08-21 23:47:30,7.98,49.82,76.44,72,97,21.52
439,Batemans Bay,AU,2020-08-21 23:49:04,-35.72,150.18,55.0,72,0,8.99
440,Muzaffarabad,PK,2020-08-21 23:44:09,34.37,73.47,70.3,64,2,3.89
441,Dingzhou,CN,2020-08-21 23:49:05,38.51,115.0,68.0,88,73,2.24
442,Qasigiannguit,GL,2020-08-21 23:49:05,68.82,-51.19,44.6,56,37,2.24
443,Tessalit,ML,2020-08-21 23:49:05,20.2,1.01,95.54,11,0,10.78
444,Sayansk,RU,2020-08-21 23:46:28,54.11,102.16,54.75,97,100,2.8
445,Ust-Nera,RU,2020-08-21 23:49:05,64.57,143.2,45.36,55,5,5.88
446,Yarada,IN,2020-08-21 23:49:06,17.65,83.27,78.8,100,90,3.36
447,Tiznit,MA,2020-08-21 23:47:21,29.58,-9.5,79.25,24,0,2.08
448,Orcopampa,PE,2020-08-21 23:49:06,-15.27,-72.34,48.06,51,49,5.93
449,Ampanihy,MG,2020-08-21 23:49:06,-24.7,44.75,59.31,84,35,9.8
450,Kloulklubed,PW,2020-08-21 23:47:01,7.04,134.26,82.4,78,75,8.55
451,Robertsport,LR,2020-08-21 23:49:07,6.75,-11.37,76.84,85,98,12.62
452,Codrington,AU,2020-08-21 23:46:42,-38.27,141.97,49.53,79,85,21.18
453,Labrea,BR,2020-08-21 23:46:18,-7.26,-64.8,71.13,48,1,7.05
454,Virginia Beach,US,2020-08-21 23:46:52,36.85,-75.98,80.01,78,75,9.17
455,Wawa,NG,2020-08-21 23:49:08,9.9,4.42,72.05,93,98,4.79
456,San Policarpo,PH,2020-08-21 23:49:08,12.18,125.51,83.77,78,65,8.66
457,Ureki,GE,2020-08-21 23:49:08,42.0,41.78,68.0,100,75,4.7
458,Batagay-Alyta,RU,2020-08-21 23:46:41,67.8,130.41,38.52,75,97,7.4
459,Verkhnyaya Maksakovka,RU,2020-08-21 23:49:08,61.63,50.97,50.0,100,90,4.47
460,Yining,CN,2020-08-21 23:49:09,29.04,114.56,80.6,84,92,1.77
461,Port Keats,AU,2020-08-21 23:49:09,-14.25,129.55,80.87,66,58,5.86
462,Yaan,NG,2020-08-21 23:49:09,7.38,8.57,70.36,99,91,4.61
463,Waingapu,ID,2020-08-21 23:49:09,-9.66,120.26,79.54,69,1,9.06
464,Mayo,US,2020-08-21 23:49:09,38.89,-76.51,79.0,78,1,10.29
465,Magdagachi,RU,2020-08-21 23:49:10,53.45,125.8,67.1,64,33,1.7
466,Krasnovishersk,RU,2020-08-21 23:49:10,60.41,57.08,51.39,86,100,5.46
467,Lindenhurst,US,2020-08-21 23:49:10,40.69,-73.37,75.99,62,69,17.02
468,Sistranda,NO,2020-08-21 23:49:10,63.73,8.83,68.0,70,89,7.0
469,Aranos,NA,2020-08-21 23:49:11,-24.13,19.12,46.63,40,0,8.86
470,Jasper,US,2020-08-21 23:49:11,37.2,-94.35,84.2,45,1,5.82
471,Geraldton,AU,2020-08-21 23:48:33,-28.77,114.6,57.2,76,90,5.82
472,Anage,BR,2020-08-21 23:49:11,-14.61,-41.14,72.59,61,29,4.68
473,Wallerfangen,DE,2020-08-21 23:49:11,49.33,6.72,68.0,96,82,7.45
474,Presidencia Roque Saenz Pena,AR,2020-08-21 23:49:12,-26.79,-60.44,46.96,50,0,5.39
475,Fuengirola,ES,2020-08-21 23:49:12,36.54,-4.62,81.0,88,0,3.0
476,Natal,BR,2020-08-21 23:49:12,-5.79,-35.21,78.8,78,75,12.75
477,Cedar City,US,2020-08-21 23:49:02,37.68,-113.06,96.8,8,1,13.44
478,Caravelas,BR,2020-08-21 23:46:32,-17.71,-39.25,72.91,84,87,12.59
479,Kamenka,RU,2020-08-21 23:49:13,51.32,42.77,50.0,74,71,6.11
480,Tharad,IN,2020-08-21 23:49:13,24.4,71.63,82.96,84,100,10.49
481,Chihuahua,MX,2020-08-21 23:49:14,28.5,-106.0,100.0,14,20,6.93
482,Sur,OM,2020-08-21 23:46:39,22.57,59.53,80.67,75,100,10.04
483,Shimoda,JP,2020-08-21 23:47:13,34.67,138.95,86.0,84,20,3.36
484,Chumikan,RU,2020-08-21 23:49:14,54.72,135.31,59.09,64,92,8.01
485,Kavieng,PG,2020-08-21 23:46:28,-2.57,150.8,84.16,71,0,7.81
486,Zhob,PK,2020-08-21 23:49:15,31.34,69.45,76.46,68,8,3.91
487,Ishinomaki,JP,2020-08-21 23:49:15,38.42,141.3,77.0,88,75,4.7
488,Charlottetown,CA,2020-08-21 23:49:15,46.24,-63.13,62.01,93,75,3.36
489,Port-Cartier,CA,2020-08-21 23:46:40,50.03,-66.87,66.2,37,20,9.17
490,Weinan,CN,2020-08-21 23:49:16,34.5,109.51,71.01,88,1,8.95
491,Tilichiki,RU,2020-08-21 23:49:16,60.47,166.1,53.56,77,95,5.35
492,Gajendragarh,IN,2020-08-21 23:49:16,15.73,75.98,71.65,88,100,14.79
493,Crestview,US,2020-08-21 23:49:16,30.76,-86.57,84.2,65,40,8.05
494,Marrakesh,MA,2020-08-21 23:44:33,31.63,-8.01,87.8,29,20,3.36
495,Raymondville,US,2020-08-21 23:49:17,26.48,-97.78,95.0,32,1,13.87
496,Ulvik,NO,2020-08-21 23:49:17,60.57,6.92,60.01,87,100,1.01
497,Saint-Augustin,CA,2020-08-21 23:49:17,51.23,-58.65,57.11,67,38,9.69
498,Te Anau,NZ,2020-08-21 23:46:38,-45.42,167.72,50.76,71,62,0.49
499,Marang,MY,2020-08-21 23:49:18,5.21,103.21,75.2,94,40,5.82
500,Avallon,FR,2020-08-21 23:49:18,47.48,3.9,63.66,90,88,8.81
501,Pijijiapan,MX,2020-08-21 23:49:18,15.7,-93.23,81.9,74,10,2.17
502,Nouadhibou,MR,2020-08-21 23:48:29,20.93,-17.03,78.64,73,92,14.0
503,Muborak,UZ,2020-08-21 23:49:19,39.26,65.15,72.5,24,0,11.23
504,Beboto,TD,2020-08-21 23:49:19,8.27,16.94,72.09,96,100,2.08
505,Lensk,RU,2020-08-21 23:49:19,60.73,114.93,57.0,78,47,2.77
506,Rodrigues Alves,BR,2020-08-21 23:49:16,-7.74,-72.65,63.52,87,96,3.85
507,Camabatela,AO,2020-08-21 23:49:20,-8.19,15.38,59.97,97,56,2.1
508,Kiunga,PG,2020-08-21 23:49:20,-6.12,141.29,76.77,84,76,1.88
509,Luganville,VU,2020-08-21 23:49:20,-15.53,167.17,80.6,88,75,9.4
510,Jijiga,ET,2020-08-21 23:49:20,9.35,42.8,65.12,73,97,16.42
511,Chunskiy,RU,2020-08-21 23:49:21,56.08,99.63,58.71,84,100,3.29
512,Ekimchan,RU,2020-08-21 23:49:21,53.07,132.97,63.25,78,71,4.61
513,Xuddur,SO,2020-08-21 23:49:21,4.12,43.89,71.46,75,98,17.36
514,Svetlaya,RU,2020-08-21 23:49:21,46.54,138.33,69.87,59,38,2.39
515,Skibbereen,IE,2020-08-21 23:49:21,51.55,-9.27,57.2,93,75,16.11
516,Port Macquarie,AU,2020-08-21 23:47:02,-31.43,152.92,59.0,66,16,1.01
517,Alta Floresta,BR,2020-08-21 23:49:22,-9.88,-56.09,76.1,41,0,6.49
518,Comodoro Rivadavia,AR,2020-08-21 23:45:02,-45.87,-67.5,59.0,58,0,6.73
519,Wuwei,CN,2020-08-21 23:49:22,37.93,102.64,68.95,53,64,2.8
520,Whitecourt,CA,2020-08-21 23:46:31,54.15,-115.69,68.0,64,75,14.99
521,Gorom-Gorom,BF,2020-08-21 23:49:23,14.44,-0.24,78.58,73,99,20.78
522,Pitimbu,BR,2020-08-21 23:41:37,-7.47,-34.81,75.2,83,75,5.82
523,Sayyan,YE,2020-08-21 23:49:23,15.17,44.32,66.29,41,91,2.42
524,Yatou,CN,2020-08-21 23:49:23,37.15,122.38,72.41,93,98,0.63
525,Urozhaynoye,RU,2020-08-21 23:49:24,44.79,44.92,66.97,75,100,9.86
526,Chissamba,AO,2020-08-21 23:49:24,-12.17,17.33,60.21,42,77,1.77
527,Umm Kaddadah,SD,2020-08-21 23:49:24,13.6,26.69,84.06,51,9,8.77
528,Bonfim,BR,2020-08-21 23:49:24,3.08,-59.95,82.13,62,57,4.16
529,Camopi,GF,2020-08-21 23:49:25,3.17,-52.32,75.18,82,56,3.44
530,Boffa,GN,2020-08-21 23:49:25,10.17,-14.03,75.58,92,100,3.8
531,Kenai,US,2020-08-21 23:46:40,60.55,-151.26,73.4,49,1,8.05
532,Marsaxlokk,MT,2020-08-21 23:49:25,35.84,14.54,80.01,73,0,3.36
533,Dong Hoi,VN,2020-08-21 23:49:25,17.48,106.6,79.86,81,91,4.0
534,Fukuma,JP,2020-08-21 23:49:26,33.77,130.47,86.0,74,75,3.36
535,Biak,ID,2020-08-21 23:47:12,-0.91,122.88,78.93,74,66,5.12
536,Malabo,GQ,2020-08-21 23:49:26,3.75,8.78,75.85,82,99,12.39
537,Kalyazin,RU,2020-08-21 23:49:26,57.24,37.84,53.02,82,5,5.64
538,Leshan,CN,2020-08-21 23:49:27,29.56,103.76,74.89,88,97,2.1
539,Dicabisagan,PH,2020-08-21 23:49:27,17.08,122.42,84.15,70,100,6.24
540,Alamosa,US,2020-08-21 23:49:04,37.47,-105.87,87.8,12,1,5.82
541,Meadow Lake,US,2020-08-21 23:49:27,34.8,-106.54,98.6,10,40,4.7
542,Srednekolymsk,RU,2020-08-21 23:49:28,67.45,153.68,43.03,64,100,15.64
543,Dvinskoy,RU,2020-08-21 23:49:28,62.15,45.12,49.26,80,49,2.62
544,El Paso,US,2020-08-21 23:47:07,31.76,-106.49,102.2,13,20,6.93
545,Iqaluit,CA,2020-08-21 23:47:19,63.75,-68.51,50.0,61,75,2.24
546,Kenora,CA,2020-08-21 23:49:29,49.82,-94.43,75.2,64,75,16.11
547,Yar-Sale,RU,2020-08-21 23:46:44,66.83,70.83,52.93,92,85,8.77
548,Canmore,CA,2020-08-21 23:46:20,51.08,-115.35,77.0,38,75,4.7
549,Ust-Tarka,RU,2020-08-21 23:49:29,55.57,75.7,50.32,96,63,7.27
550,Linxia,CN,2020-08-21 23:46:55,35.6,103.21,65.34,71,95,2.44
551,Almenara,BR,2020-08-21 23:49:30,-16.18,-40.69,71.22,80,67,3.24
